timing,slices,y_fit
80.0,0.09549837528304041,0.10471864508771526
81.0,0.10261936226571856,0.10467155065538758
82.0,0.10555514788657365,0.10462871891098217
83.0,0.09301661232215497,0.10458976402315076
84.0,0.08941515438029234,0.10455433508354009
85.0,0.096805823995584,0.10452211294578503
86.0,0.09848195276283943,0.10449280735061581
87.0,0.10346254720566177,0.10446615431118214
88.0,0.10905078099791699,0.10444191373504126
89.0,0.10273201450465835,0.10441986726138848
90.0,0.10947408031999371,0.10439981629404767
91.0,0.1084465553526946,0.1043815802125031
92.0,0.10650757136124617,0.1043649947448572
93.0,0.11288778453029018,0.10434991048805779
94.0,0.09913055656279574,0.10433619156206497
95.0,0.10710496959804806,0.10432371438583418
96.0,0.1087435476189903,0.10431236656408958
97.0,0.10478023703083633,0.10430204587485946
98.0,0.10510112522660424,0.10429265934865364
99.0,0.11570750420799499,0.10428412243098777
100.0,0.10002494706589334,0.10427635822071063
101.0,0.11097952387673445,0.1042692967772732
102.0,0.1066475332338684,0.10426287449069926
103.0,0.10201513662049617,0.10425703350858233
104.0,0.11264199782714887,0.10425172121494711
105.0,0.11182953622509813,0.10424688975628109
106.0,0.10254084706888195,0.10424249561046683
107.0,0.10998272224732801,0.10423849919473159
108.0,0.10706741885173487,0.10423486450908301
109.0,0.10316555493936606,0.10423155881201863
110.0,0.08379961095435491,0.10422855232558818
111.0,0.09779238451235968,0.10422581796715168
112.0,0.09937975697014752,0.10422333110541715
113.0,0.09881649577544856,0.10422106933856022
114.0,0.09763194041447573,0.1042190122924269
115.0,0.10057455344375107,0.1042171414370018
116.0,0.09823275235548788,0.10421543991948844
117.0,0.10432962807507716,0.10421389241249808
118.0,0.09307805899794036,0.10421248497597957
119.0,0.09534134488936694,0.10421120493164635
120.0,0.09966650812381224,0.10421004074876955
121.0,0.09850584869231162,0.10420898194030843
122.0,0.09709598885345921,0.10420801896844234
123.0,0.09292785601268738,0.10420714315865338
124.0,0.09461763959678403,0.10420634662158576
125.0,0.09683654733347669,0.10420562218197785
126.0,0.09598994868932324,0.10420496331402701
127.0,0.08619944501419326,0.1042043640826047
128.0,0.08793360675302381,0.10420381908979234
129.0,0.0804336986030026,0.1042033234262566
130.0,0.09326239902529627,0.10420287262702568
131.0,0.09635180133561458,0.10420246263126859
132.0,0.09171940472224235,0.10420208974571488
133.0,0.08985210851921029,0.10420175061138542
134.0,0.09900083580280447,0.10420144217333445
135.0,0.10573607420971932,0.10420116165313045
136.0,0.10380391762669162,0.1042009065238278
137.0,0.10252377854783049,0.10420067448720391
138.0,0.09910324692911353,0.10420046345305664
139.0,0.09850926239652187,0.10420027152037564
140.0,0.09481563444098116,0.10420009696021791
141.0,0.09736225778186224,0.10419993820013335
142.0,0.10220971776048307,0.10419979380999998
143.0,0.08469741516166276,0.10419966248914142
144.0,0.03783067005850419,0.10419954305461018
145.0,0.008018791189986012,0.10419943443053167
146.0,0.010367419686669942,0.10419933563841256
147.0,0.0,0.10419924578832657
148.0,0.07161610062780707,0.10419916407089783
149.0,0.10036631748692319,0.10419908975001001
150.0,0.0944640229073208,0.10419902215617538
151.0,0.09403389617682335,0.10419896068050394
152.0,0.1028958723067528,0.10419890476921854
153.0,0.0994104803080402,0.10419885391866644
154.0,0.09564516456408315,0.10419880767078228
155.0,0.09514335004516956,0.1041987656089619
156.0,0.09299613009689325,0.10419872735430948
157.0,0.09032661340444142,0.10419869256222442
158.0,0.09331360458845092,0.1041986609192972
159.0,0.09804841232813195,0.10419863214048614
160.0,0.09649517691244706,0.10419860596654965
161.0,0.10159866470684017,0.10419858216171111
162.0,0.0940304824726131,0.10419856051153488
163.0,0.09181840214434092,0.10419854082099464
164.0,0.09321119346214186,0.10419852291271663
165.0,0.09950947773013878,0.10419850662538184
166.0,0.09203346550958977,0.1041984918122728
167.0,0.08804967269617385,0.104198478339952
168.0,0.09608894611142181,0.10419846608705984
169.0,0.09994301816484624,0.10419845494322139
170.0,0.095044352623071,0.1041984448080522
171.0,0.09580902236617735,0.10419843559025392
172.0,0.10561318085814855,0.10419842720679202
173.0,0.0978060393292009,0.10419841958214766
174.0,0.09290396008321518,0.10419841264763753
175.0,0.07485229221916812,0.10419840634079508
176.0,0.028255229748622802,0.10419840060480781
177.0,0.009022420227813166,0.10419839538800556
178.0,0.07862443537154568,0.10419839064339499
179.0,0.08918302249399226,0.10419838632823636
180.0,0.09328629495476846,0.10419838240365838
181.0,0.09250797039482091,0.10419837883430819
182.0,0.09937292956172679,0.10419837558803284
183.0,0.08882116984770093,0.10419837263558965
184.0,0.10197075846576226,0.1041983699503828
185.0,0.09395196727577625,0.10419836750822377
186.0,0.09929100066067968,0.1041983652871134
187.0,0.09176719658118652,0.10419836326704379
188.0,0.09093766645808454,0.10419836142981802
189.0,0.10059162196480255,0.10419835975888621
190.0,0.0958875375630142,0.10419835823919651
191.0,0.09574416198618171,0.10419835685705943
192.0,0.09186960770749557,0.10419835560002459
193.0,0.0948736674125563,0.10419835445676855
194.0,0.09818496049654371,0.10419835341699274
195.0,0.09275034339375196,0.10419835247133082
196.0,0.090135445968665,0.10419835161126419
197.0,0.08667053619521413,0.10419835082904531
198.0,0.07494104852863595,0.1041983501176279
199.0,0.07604708869277192,0.10419834947060347
200.0,0.0809559953471779,0.10419834888214355
201.0,0.08174456101975644,0.10419834834694729
202.0,0.08866755315823746,0.10419834786019357
203.0,0.08153632506292834,0.1041983474174977
204.0,0.08586490200158411,0.10419834701487185
205.0,0.08454379847219955,0.10419834664868911
206.0,0.08267308856495699,0.1041983463156509
207.0,0.0751663530065153,0.1041983460127572
208.0,0.0768971010411356,0.1041983457372795
209.0,0.08134515762715168,0.10419834548673629
210.0,0.07679127621061654,0.10419834525887064
211.0,0.07477719072654151,0.10419834505162995
212.0,0.0853596737784603,0.10419834486314737
213.0,0.07043154526683425,0.10419834469172502
214.0,0.08465986441534959,0.10419834453581873
215.0,0.0766001087748399,0.1041983443940241
216.0,0.07643966467695595,0.1041983442650638
217.0,0.0828540148881029,0.10419834414777618
218.0,0.07355167091504526,0.10419834404110467
219.0,0.0758456801443643,0.10419834394408839
220.0,0.07638845911380154,0.10419834385585341
221.0,0.08320562642176327,0.1041983437756049
222.0,0.06827067050171672,0.10419834370261997
223.0,0.07379063020976606,0.10419834363624117
224.0,0.07390328244870585,0.10419834357587056
225.0,0.08396346875644911,0.10419834352096431
226.0,0.06852328461327875,0.10419834347102783
227.0,0.06713049329547781,0.10419834342561127
228.0,0.07391693726554684,0.10419834338430553
229.0,0.07700975328007541,0.10419834334673853
230.0,0.07677420768956508,0.10419834331257186
231.0,0.07799972750106134,0.10419834328149773
232.0,0.06927088583533363,0.10419834325323622
233.0,0.06473407293984973,0.10419834322753278
234.0,0.07686637770324292,0.10419834320415584
235.0,0.06917530211744531,0.10419834318289485
236.0,0.06788150822174294,0.10419834316355825
237.0,0.06604493535660357,0.10419834314597189
238.0,0.06886806873851863,0.10419834312997733
239.0,0.06418788026620223,0.1041983431154305
